data_year,weapon_id,offense_id,nibrs_weapon_id
2022,41,192428766,
2022,38,192434818,
2022,41,192428788,
2022,41,192428791,
2022,41,192434821,
2022,41,192428794,
2022,41,192425753,
2022,3,192434822,
2022,3,192434823,
2022,1,192426168,
2022,41,192428801,
2022,41,192428804,
2022,41,192426179,
2022,38,192434824,
2022,38,192434825,
2022,38,192434826,
2022,41,192420693,
2022,38,192426558,
2022,41,192420701,
2022,1,192434827,
2022,1,192434828,
2022,41,192426610,
2022,41,192440871,
2022,41,192422079,
2022,41,192422164,
2022,41,192426836,
2022,21,192440874,
2022,21,192440875,
2022,41,192426854,
2022,41,192424199,
2022,41,192426862,
2022,41,192434762,
2022,41,192424628,
2022,21,192434768,
2022,21,192434769,
2022,21,192434770,
2022,21,192434771,
2022,41,192424623,
2022,41,192424635,
2022,41,192424641,
2022,31,192424644,
2022,31,192424646,
2022,33,192434776,
2022,33,192434777,
2022,41,192426885,
2022,31,192434779,
2022,21,192434780,
2022,21,192434781,
2022,41,192426892,
2022,38,192434782,
2022,38,192434783,
2022,21,192434785,
2022,21,192434788,
2022,1,192426906,
2022,41,198006011,
2022,41,192426909,
2022,41,192424996,
2022,41,192434789,
2022,1,192434790,
2022,1,192434791,
2022,1,192434793,
2022,41,192427642,
2022,41,192427648,
2022,41,192434794,
2022,41,192425407,
2022,41,192434862,
2022,1,198006015,
2022,1,198006017,
2022,1,192425497,
2022,1,192425498,
2022,1,192431930,
2022,1,192431931,
2022,41,192434869,
2022,41,192425505,
2022,38,192434870,
2022,38,192434871,
2022,38,192434873,
2022,41,192427989,
2022,41,192428001,
2022,41,192428006,
2022,41,192428000,
2022,41,192428007,
2022,38,192434876,
2022,21,192434877,
2022,21,192434878,
2022,21,192426393,
2022,41,192426398,
2022,41,192428016,
2022,41,192428017,
2022,41,192426719,
2022,41,192428039,
2022,41,192428040,
2022,41,192426731,
2022,41,192428019,
2022,41,192428035,
2022,41,192428068,
2022,21,192426749,
2022,21,192426750,
2022,1,192435215,
2022,41,192426756,
2022,41,192428507,
2022,41,192428663,
2022,41,192428670,
2022,41,192428676,
2022,41,192428678,
2022,41,192428682,
2022,41,192428686,
2022,38,192426739,
2022,41,192428694,
2022,1,192428697,
2022,21,192426984,
2022,21,192426985,
2022,41,192428992,
2022,21,192428995,
2022,21,192428996,
2022,1,192428999,
2022,41,192429039,
2022,41,192427360,
2022,31,197308043,
2022,41,180248017,
2022,41,180249179,
2022,41,180249634,
2022,41,180249685,
2022,31,197308045,
2022,41,180249713,
2022,1,192429061,
2022,41,192429070,
2022,41,192435222,
2022,21,192435224,
2022,41,192429032,
2022,21,192427382,
2022,21,192427383,
2022,41,192421188,
2022,41,192435225,
2022,21,192427407,
2022,41,192427410,
2022,21,192427412,
2022,21,192427413,
2022,41,192423059,
2022,38,192427420,
2022,38,192427421,
2022,21,192435229,
2022,41,192423070,
2022,41,192423093,
2022,21,192435231,
2022,21,192435232,
2022,21,192423236,
2022,1,192431944,
2022,41,192431945,
2022,38,192435235,
2022,41,192423333,
2022,41,192423217,
2022,21,197497309,
2022,41,192436381,
2022,21,192435239,
2022,21,192435240,
2022,41,192435242,
2022,41,192424359,
2022,41,192424751,
2022,41,192424764,
2022,41,192425227,
2022,38,192425231,
2022,1,192425241,
2022,41,192425251,
2022,41,192425265,
2022,41,197308199,
2022,41,180251737,
2022,41,192425226,
2022,41,192425232,
2022,41,192425704,
2022,41,192425709,
2022,38,192435262,
2022,38,192435263,
2022,1,192427824,
2022,41,192427824,
2022,1,192435267,
2022,1,192435268,
2022,41,192425714,
2022,41,201593053,
2022,41,201593054,
2022,41,192749536,
2022,41,192425720,
2022,41,192425726,
2022,41,192425741,
2022,1,192431892,
2022,1,192431894,
2022,41,192431894,
2022,41,192425758,
2022,41,192425882,
2022,41,192425786,
2022,41,192425827,
2022,1,192426195,
2022,41,192426201,
2022,41,192426224,
2022,41,192426231,
2022,38,192426233,
2022,41,192426223,
2022,41,192426281,
2022,1,192552759,
2022,1,192552760,
2022,41,192426284,
2022,41,192426299,
2022,41,192426246,
2022,41,192436395,
2022,1,192551848,
2022,41,192551851,
2022,41,192491317,
2022,1,192435642,
2022,1,192491321,
2022,41,192551857,
2022,21,192551865,
2022,21,192551866,
2022,41,192551868,
2022,41,192551870,
2022,21,192435647,
2022,21,192435648,
2022,41,192441017,
2022,21,192551878,
2022,21,192551879,
2022,21,192551880,
2022,21,192551881,
2022,41,192551883,
2022,41,192551885,
2022,41,192551886,
2022,41,192551888,
2022,41,192551892,
2022,41,192551898,
2022,41,192552263,
2022,41,192567670,
2022,41,192567671,
2022,41,192567675,
2022,21,192567682,
2022,21,192567683,
2022,41,192428726,
2022,1,192435662,
2022,1,192428736,
2022,21,192428737,
2022,21,192428738,
2022,41,192428740,
2022,41,192428742,
2022,21,192428743,
2022,41,192428746,
2022,41,192429035,
2022,41,192749545,
2022,41,192429083,
2022,41,192429084,
2022,41,192429087,
2022,41,192757227,
2022,21,192435623,
2022,21,192435624,
2022,21,192435626,
2022,21,192435627,
2022,41,192435631,
2022,41,192429096,
2022,41,192429101,
2022,41,180252398,
2022,41,192429104,
2022,41,192435634,
2022,41,192421718,
2022,1,192421764,
2022,1,192421765,
2022,41,192436011,
2022,41,192421810,
2022,41,192421834,
2022,41,192436013,
2022,21,192421924,
2022,41,192436017,
2022,21,192421944,
2022,21,192421945,
2022,41,192436019,
2022,1,192421590,
2022,1,192421591,
2022,21,192436022,
2022,21,192436023,
2022,41,192431899,
2022,41,192423457,
2022,41,192423473,
2022,1,192423476,
2022,1,192423478,
2022,41,192423520,
2022,41,192429215,
2022,41,192436475,
2022,1,192757260,
2022,1,192423634,
2022,1,192423635,
2022,41,192429218,
2022,41,192429219,
2022,21,192429226,
2022,21,192757267,
2022,21,192757268,
2022,1,192429232,
2022,41,192423772,
2022,41,192423781,
2022,41,192432234,
2022,41,192431720,
2022,41,192423590,
2022,41,192423667,
2022,1,192424361,
2022,41,180252399,
2022,41,192424373,
2022,41,192424378,
2022,41,192424385,
2022,1,192424390,
2022,1,192432267,
2022,41,192432098,
2022,31,192424413,
2022,31,192424414,
2022,41,192432101,
2022,1,192432273,
2022,1,192432274,
2022,41,192432104,
2022,1,192432109,
2022,41,192432119,
2022,41,192432125,
2022,41,192432129,
2022,41,192432131,
2022,1,197291978,
2022,41,180252605,
2022,21,180252610,
2022,41,192432488,
2022,41,192432489,
2022,41,192424788,
2022,41,192432490,
2022,21,180252612,
2022,38,192424796,
2022,38,192424797,
2022,1,192424808,
2022,41,192492425,
2022,41,192432495,
2022,41,192423850,
2022,1,192432496,
2022,1,192432497,
2022,38,201593059,
2022,38,201593060,
2022,41,192423896,
2022,41,192432502,
2022,41,192492438,
2022,41,192424409,
2022,41,192424420,
2022,41,192424424,
2022,41,192432579,
2022,41,192432580,
2022,1,192492452,
2022,41,192424462,
2022,41,192432931,
2022,41,192432933,
2022,41,192424478,
2022,41,192433300,
2022,41,192424490,
2022,41,192433309,
2022,41,192424502,
2022,41,192433325,
2022,41,192424832,
2022,41,192433331,
2022,41,192433333,
2022,41,192424782,
2022,41,192424789,
2022,41,192432289,
2022,41,192424815,
2022,41,192433358,
2022,41,192433361,
2022,41,192433365,
2022,1,192424838,
2022,41,192433368,
2022,21,192436489,
2022,21,192436490,
2022,1,192433695,
2022,1,192433696,
2022,41,192424842,
2022,1,192757279,
2022,1,192757280,
2022,41,192434038,
2022,41,192434042,
2022,41,192434048,
2022,41,192434051,
2022,21,192434361,
2022,31,192441590,
2022,41,192436492,
2022,41,192424891,
2022,41,192434840,
2022,21,192434843,
2022,21,192434844,
2022,41,192434848,
2022,21,192434850,
2022,21,192434851,
2022,41,192434856,
2022,41,192434923,
2022,41,192434934,
2022,41,192435281,
2022,21,192425255,
2022,41,192436493,
2022,41,192429242,
2022,21,192425272,
2022,21,192425273,
2022,41,192429735,
2022,41,192429739,
2022,41,192429740,
2022,41,192430728,
2022,41,192430733,
2022,41,192430738,
2022,41,180253001,
2022,41,192430744,
2022,41,192425977,
2022,41,192426260,
2022,41,192426266,
2022,41,192430764,
2022,41,192430765,
2022,41,192430766,
2022,41,192430768,
2022,41,192426277,
2022,41,192426283,
2022,41,192426293,
2022,41,192432335,
2022,41,192426306,
2022,41,192431203,
2022,41,180252974,
2022,21,192431208,
2022,21,192431209,
2022,41,192431210,
2022,41,192431216,
2022,41,192431248,
2022,41,192431734,
2022,21,192436439,
2022,21,192436440,
2022,41,197308203,
2022,41,197249279,
2022,41,197229519,
2022,41,197229520,
2022,41,197229523,
2022,41,197229609,
2022,41,192431736,
2022,41,192426642,
2022,41,192426596,
2022,1,192432001,
2022,1,192432002,
2022,41,192426614,
2022,41,192426621,
2022,41,192426632,
2022,41,192432004,
2022,41,192432006,
2022,41,192441595,
2022,41,192432034,
2022,41,192426665,
2022,31,192426671,
2022,31,192426672,
2022,41,192426688,
2022,41,192426693,
2022,41,192432052,
2022,41,192432072,
2022,41,192432085,
2022,41,192432089,
2022,41,192432424,
2022,41,192432840,
2022,41,192426929,
2022,1,192432784,
2022,1,192432785,
2022,41,192433252,
2022,41,192433257,
2022,1,192436803,
2022,1,192436804,
2022,41,192441602,
2022,21,192433209,
2022,21,192433210,
2022,41,192436807,
2022,41,192433212,
2022,41,192433213,
2022,21,192433215,
2022,38,192433216,
2022,38,192433217,
2022,41,197308204,
2022,41,201593191,
2022,41,192432618,
2022,41,192434331,
2022,41,192434880,
2022,41,192434881,
2022,41,192435306,
2022,41,192430779,
2022,41,197286373,
2022,41,197229624,
2022,41,197229626,
2022,41,197229635,
2022,41,192431750,
2022,41,197229637,
2022,41,197217999,
2022,41,192432092,
2022,41,192432093,
2022,41,192432430,
2022,41,192432437,
2022,41,192432447,
2022,41,197229639,
2022,21,192432451,
2022,41,197274568,
2022,21,192432452,
2022,41,192432516,
2022,41,192432518,
2022,41,192432520,
2022,41,192432522,
2022,41,192432528,
2022,41,192432531,
2022,41,192432788,
2022,21,192432796,
2022,41,192432798,
2022,1,192432630,
2022,41,192432800,
2022,41,192432801,
2022,41,192432804,
2022,41,192432809,
2022,41,192432812,
2022,41,192493162,
2022,41,192432843,
2022,21,192436820,
2022,21,192436821,
2022,21,192436823,
2022,41,192432634,
2022,41,192433258,
2022,41,192433261,
2022,1,192432667,
2022,1,192432668,
2022,41,192433265,
2022,41,192432669,
2022,41,192433270,
2022,41,192433271,
2022,41,192433274,
2022,41,192432768,
2022,41,192432770,
2022,41,192432774,
2022,41,192432680,
2022,41,192432777,
2022,41,192432779,
2022,41,192432781,
2022,41,192432815,
2022,38,192432821,
2022,41,192432823,
2022,1,192432826,
2022,1,192432827,
2022,41,192432830,
2022,41,192432831,
2022,41,192432835,
2022,41,192433033,
2022,41,192432837,
2022,41,192757283,
2022,41,192433184,
2022,21,192433187,
2022,21,192433188,
2022,41,192433200,
2022,41,192433202,
2022,41,192433242,
2022,41,192433243,
2022,41,192433246,
2022,41,192433249,
2022,41,192433610,
2022,41,197274569,
2022,41,192433613,
2022,41,192433621,
2022,41,192494369,
2022,41,192433622,
2022,41,192433628,
2022,41,192433630,
2022,41,192433641,
2022,41,192433645,
2022,41,192433648,
2022,41,192433963,
2022,1,197274540,
2022,41,192437086,
2022,41,192433976,
2022,41,192433454,
2022,41,192433990,
2022,41,192433992,
2022,41,192433996,
2022,41,192434006,
2022,1,192434012,
2022,41,192434013,
2022,41,192434014,
2022,41,192434020,
2022,41,192434023,
2022,41,192433462,
2022,1,192434299,
2022,1,192434300,
2022,41,192434301,
2022,41,192434305,
2022,41,192441615,
2022,21,192441616,
2022,41,192435253,
2022,41,192437092,
2022,41,197497317,
2022,41,192435258,
2022,41,192435260,
2022,1,192437097,
2022,1,192437098,
2022,1,192435275,
2022,1,192433824,
2022,3,192435606,
2022,21,192437100,
2022,21,192437101,
2022,41,192435608,
2022,41,192435610,
2022,41,192437103,
2022,21,192433828,
2022,21,192433829,
2022,41,192435646,
2022,41,192433832,
2022,41,192494379,
2022,41,192435660,
2022,41,192435621,
2022,41,192435630,
2022,41,192435632,
2022,41,192433837,
2022,41,192435633,
2022,1,192435999,
2022,41,192434078,
2022,41,192434085,
2022,41,192437107,
2022,41,192429205,
2022,21,192429206,
2022,21,192429207,
2022,1,192429209,
2022,41,192434091,
2022,41,192429213,
2022,38,192434095,
2022,38,192434096,
2022,41,192437110,
2022,41,192429223,
2022,41,192429229,
2022,41,192437171,
2022,41,192434102,
2022,41,192494385,
2022,41,192434104,
2022,41,192434108,
2022,41,192437177,
2022,1,198006032,
2022,1,192441624,
2022,41,192431721,
2022,21,192431726,
2022,41,192434111,
2022,21,192434114,
2022,21,192434115,
2022,41,192431763,
2022,41,192434122,
2022,41,192434130,
2022,41,192434149,
2022,1,192431769,
2022,1,192431770,
2022,41,192437184,
2022,41,192437186,
2022,41,192434174,
2022,21,192434179,
2022,21,192434180,
2022,41,192437189,
2022,38,192434186,
2022,41,197274570,
2022,41,192434188,
2022,38,197274571,
2022,1,192432574,
2022,1,192432870,
2022,1,192432871,
2022,41,201593197,
2022,38,192437141,
2022,38,192437142,
2022,41,192434502,
2022,38,192433307,
2022,38,192433308,
2022,21,192433315,
2022,41,192433318,
2022,41,192437146,
2022,41,192434509,
2022,41,192433329,
2022,21,192434511,
2022,21,192434512,
2022,41,192433330,
2022,41,192433334,
2022,41,192437152,
2022,41,192437562,
2022,41,192433348,
2022,21,192433353,
2022,21,192433354,
2022,9,192433359,
2022,9,192433360,
2022,41,192437571,
2022,21,192433690,
2022,21,192433691,
2022,41,192441636,
2022,41,192434525,
2022,41,192437575,
2022,41,192437578,
2022,41,192441637,
2022,41,192434528,
2022,41,192433703,
2022,21,192433706,
2022,41,192434533,
2022,41,192437584,
2022,21,192433721,
2022,21,192433722,
2022,21,192433724,
2022,41,192434549,
2022,41,192434039,
2022,41,192553176,
2022,41,197274572,
2022,21,192434040,
2022,41,197274573,
2022,41,197274574,
2022,21,192434041,
2022,5,192434044,
2022,5,192434045,
2022,41,192434047,
2022,41,192437586,
2022,1,192434052,
2022,1,192434053,
2022,21,192434964,
2022,41,192434967,
2022,21,192434969,
2022,21,192434970,
2022,41,192441639,
2022,41,192437589,
2022,1,192441646,
2022,1,192441647,
2022,38,192434975,
2022,38,192434976,
2022,41,192434353,
2022,41,192434980,
2022,41,192434984,
2022,41,192434360,
2022,41,192434993,
2022,41,192434995,
2022,41,192434365,
2022,41,192434367,
2022,41,192442405,
2022,38,192435006,
2022,38,192435007,
2022,41,192437616,
2022,41,192434846,
2022,41,192434849,
2022,41,192434853,
2022,21,192435008,
2022,21,192435009,
2022,31,192434919,
2022,31,192434920,
2022,41,192434924,
2022,41,192435021,
2022,41,192437622,
2022,38,201593200,
2022,41,192435479,
2022,41,192437625,
2022,21,192434932,
2022,21,192434933,
2022,41,192442514,
2022,41,192437629,
2022,1,197308205,
2022,41,197274700,
2022,41,192435494,
2022,1,192435497,
2022,41,192435498,
2022,41,201593203,
2022,41,192437852,
2022,21,192435283,
2022,21,192435284,
2022,41,192436179,
2022,1,192436180,
2022,1,192555676,
2022,41,192436182,
2022,41,192437856,
2022,41,192436183,
2022,21,192436187,
2022,21,197274710,
2022,21,192436188,
2022,21,192437863,
2022,41,192437875,
2022,41,192550924,
2022,41,192550932,
2022,31,192495069,
2022,41,192437877,
2022,41,192437881,
2022,41,192437883,
2022,41,192551161,
2022,41,192437888,
2022,41,192551464,
2022,41,192437892,
2022,41,192551470,
2022,41,192551557,
2022,41,192446208,
2022,41,192495073,
2022,41,192437897,
2022,1,192551845,
2022,1,192551846,
2022,41,192437899,
2022,41,192551850,
2022,41,192757476,
2022,41,192551855,
2022,41,192551860,
2022,41,192437904,
2022,41,192446251,
2022,21,197274711,
2022,41,198020539,
2022,41,192437906,
2022,41,192551894,
2022,21,192551896,
2022,21,192551897,
2022,41,197274683,
2022,1,192552092,
2022,41,192437909,
2022,38,192567669,
2022,41,197274720,
2022,41,192567673,
2022,41,197249305,
2022,41,192567674,
2022,41,192437915,
2022,41,192446317,
2022,31,192446318,
2022,31,192446319,
2022,1,192437920,
2022,1,192437921,
2022,41,192435836,
2022,41,192435866,
2022,41,192435870,
2022,21,192435871,
2022,21,192435872,
2022,1,192446343,
2022,1,192446345,
2022,21,192435880,
2022,21,192435881,
2022,41,192438202,
2022,41,192429456,
2022,41,192429457,
2022,41,192438203,
2022,21,192446391,
2022,21,192446392,
2022,41,192446403,
2022,41,192445957,
2022,41,192438204,
2022,41,192449086,
2022,41,197274684,
2022,38,182800388,
2022,41,197274685,
2022,41,182800531,
2022,41,192438205,
2022,41,192429476,
2022,41,192449106,
2022,41,192438210,
2022,41,192438212,
2022,41,192438213,
2022,41,192429480,
2022,41,192449168,
2022,41,192438214,
2022,41,192429486,
2022,41,192438216,
2022,1,192430503,
2022,41,192430540,
2022,41,192430542,
2022,41,192430545,
2022,41,192749583,
2022,41,192438217,
2022,41,192438218,
2022,38,192430560,
2022,41,192430561,
2022,41,192430566,
2022,41,192430993,
2022,21,192430996,
2022,21,192430997,
2022,41,192431459,
2022,31,192431460,
2022,41,192431475,
2022,41,197497329,
2022,41,197274790,
2022,21,192432346,
2022,41,197274775,
2022,21,192432347,
2022,21,192432350,
2022,21,192432351,
2022,41,198006036,
2022,41,197274791,
2022,1,192449201,
2022,1,192449202,
2022,41,192495085,
2022,41,192439275,
2022,21,192449212,
2022,21,192449213,
2022,21,192439278,
2022,21,192439279,
2022,41,192433073,
2022,41,192439282,
2022,41,192439285,
2022,41,192439287,
2022,41,192439290,
2022,41,192439291,
2022,41,192439293,
2022,41,192433082,
2022,1,192433092,
2022,41,192433095,
2022,41,192433102,
2022,41,192433504,
2022,41,192439298,
2022,41,192439302,
2022,36,192495097,
2022,41,192439304,
2022,21,192433525,
2022,21,192433526,
2022,41,192495103,
2022,41,192439584,
2022,41,192495108,
2022,21,192449327,
2022,21,192449328,
2022,41,192439585,
2022,1,192433536,
2022,1,192433537,
2022,41,192765075,
2022,1,192552673,
2022,41,192439594,
2022,41,192439598,
2022,41,192495110,
2022,41,192439599,
2022,41,192439601,
2022,1,192439605,
2022,41,192439608,
2022,41,197274794,
2022,41,192439609,
2022,41,192439613,
2022,41,197274776,
2022,41,192439614,
2022,41,197249317,
2022,21,192439616,
2022,41,192439830,
2022,41,197249567,
2022,41,197249575,
2022,41,197249583,
2022,41,192449340,
2022,41,192439836,
2022,41,192439838,
2022,41,192439839,
2022,21,192439840,
2022,21,192439841,
2022,21,197308216,
2022,21,197308217,
2022,41,197249613,
2022,41,197249624,
2022,41,197249625,
2022,3,192434196,
2022,21,192434198,
2022,21,192434199,
2022,41,192439846,
2022,21,192434571,
2022,21,192434572,
2022,1,192439848,
2022,41,192439850,
2022,41,192434577,
2022,21,192439857,
2022,21,192439858,
2022,1,192435025,
2022,1,192435026,
2022,41,192449929,
2022,41,192439861,
2022,41,192440086,
2022,41,192440089,
2022,21,192435039,
2022,21,192435040,
2022,31,192552913,
2022,31,192552914,
2022,41,192440094,
2022,41,192440096,
2022,1,192435510,
2022,1,192435511,
2022,21,192495526,
2022,21,192495527,
2022,38,192440893,
2022,21,192765078,
2022,21,192765079,
2022,21,192495531,
2022,21,192495532,
2022,1,192440894,
2022,1,192440895,
2022,41,192436362,
2022,41,192436363,
2022,41,192436365,
2022,41,192436743,
2022,41,201594327,
2022,41,192429515,
2022,41,192429516,
2022,21,198007060,
2022,21,198007061,
2022,41,192437121,
2022,21,192431487,
2022,21,192431488,
2022,41,192765080,
2022,41,192450308,
2022,41,192437128,
2022,41,197249626,
2022,41,192437129,
2022,21,192431538,
2022,21,192431539,
2022,41,192437532,
2022,41,192437817,
2022,41,192450588,
2022,41,192437822,
2022,1,192430518,
2022,1,192430519,
2022,41,192437841,
2022,31,192450590,
2022,31,192450591,
2022,41,192450593,
2022,41,192438189,
2022,41,192438191,
2022,41,192438491,
2022,38,192438492,
2022,41,192438493,
2022,41,192438495,
2022,41,192438761,
2022,41,192450601,
2022,38,192450603,
2022,41,192438763,
2022,41,192438764,
2022,41,192438766,
2022,41,192438767,
2022,41,192438770,
2022,41,192438774,
2022,41,192430529,
2022,41,192450606,
2022,41,192450613,
2022,41,192495539,
2022,41,192438783,
2022,41,192438784,
2022,38,192450615,
2022,38,192450617,
2022,41,192438789,
2022,41,192438790,
2022,21,197308219,
2022,41,197249640,
2022,21,197308220,
2022,41,197293296,
2022,41,198020541,
2022,41,192495541,
2022,41,192439308,
2022,41,192440698,
2022,41,192440700,
2022,41,192436754,
2022,41,192437131,
2022,41,192451053,
2022,41,192437536,
2022,41,192437540,
2022,41,192495548,
2022,41,192437550,
2022,41,192451061,
2022,41,192437842,
2022,41,192438505,
2022,41,192438999,
2022,31,192766099,
